"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"1",0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.778399015923444,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686
"2",0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278685,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278687,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.778399015923444,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686
"3",0.000152613744742723,0.000152613744742719,0.000152613744742721,0.000152613744742721,0.000152613744742719,0.00015261374474272,0.000152613744742721,0.000152613744742726,0.000152613744742721,0.000152613744742722,0.00015261374474272,0.000152613744742727,0.000152613744742731,0.000152613744742725,0.000152613744742726,0.000152613744742722,0.000152613744742719,0.000152613744742722,0.000152613744742721,0.835210308117235,0.000152613744742719,0.000152613744742722,0.000152613744742724,0.000152613744742724,0.000152613744742718,0.000152613744742719,0.000152613744742724,0.000152613744742728,0.000152613744742721,0.000152613744742719,0.000152613744742722,0.000152613744742727,0.000152613744742725,0.000152613744742725,0.00015261374474272,0.000152613744742716,0.000152613744742718,0.000152613744742724,0.000152613744742721,0.000152613744742723,0.000152613744742717,0.000152613744742723,0.000152613744742725,0.000152613744742724,0.157464232135115,0.000152613744742727,0.000152613744742717,0.000152613744742716,0.00015261374474272,0.000152613744742717
"4",0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.778399015923444,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686
"5",9.08961860901183e-05,9.08961860901223e-05,9.08961860901181e-05,9.08961860901175e-05,9.08961860901249e-05,9.08961860901166e-05,9.08961860901185e-05,9.08961860901143e-05,9.08961860901201e-05,9.08961860901166e-05,9.08961860901189e-05,0.995546086881584,9.08961860901325e-05,9.08961860901096e-05,9.08961860901187e-05,9.0896186090117e-05,9.08961860901124e-05,9.08961860901165e-05,9.08961860901159e-05,9.08961860901135e-05,9.08961860901173e-05,9.0896186090122e-05,9.08961860901176e-05,9.08961860901167e-05,9.08961860901262e-05,9.08961860901223e-05,9.08961860901159e-05,9.08961860901199e-05,9.08961860901194e-05,9.08961860901151e-05,9.08961860901157e-05,9.08961860901169e-05,9.08961860901184e-05,9.0896186090132e-05,9.08961860901153e-05,9.08961860901218e-05,9.08961860901174e-05,9.08961860901127e-05,9.08961860901217e-05,9.08961860901146e-05,9.08961860901162e-05,9.08961860901196e-05,9.08961860901224e-05,9.08961860901205e-05,9.08961860901168e-05,9.08961860901134e-05,9.08961860901144e-05,9.0896186090117e-05,9.08961860901232e-05,9.08961860901206e-05
"6",0.000567800644455882,0.000567800644455879,0.000567800644455879,0.000567800644455879,0.000567800644455884,0.000567800644455879,0.000567800644455873,0.000567800644455878,0.000567800644455883,0.00056780064445588,0.000567800644455879,0.000567800644455881,0.000567800644455875,0.000567800644455882,0.000567800644455877,0.000567800644455878,0.000567800644455877,0.000567800644455879,0.000567800644455881,0.000567800644455878,0.000567800644455878,0.00056780064445588,0.000567800644455882,0.000567800644455879,0.000567800644455878,0.000567800644455881,0.000567800644455879,0.000567800644455879,0.000567800644455878,0.00056780064445588,0.000567800644455879,0.00056780064445588,0.000567800644455881,0.000567800644455878,0.000567800644455876,0.000567800644455879,0.000567800644455883,0.000567800644455879,0.000567800644455877,0.000567800644455879,0.000567800644455878,0.00056780064445588,0.000567800644455877,0.000567800644455878,0.000567800644455878,0.000567800644455879,0.000567800644455877,0.972177768421662,0.00056780064445588,0.000567800644455879
"7",0.000664670753926651,0.000664670753926654,0.000664670753926654,0.000664670753926654,0.000664670753926655,0.000664670753926654,0.000664670753926652,0.000664670753926654,0.000664670753926653,0.000664670753926655,0.000664670753926656,0.000664670753926654,0.000664670753926653,0.000664670753926651,0.000664670753926652,0.000664670753926656,0.000664670753926646,0.000664670753926652,0.000664670753926652,0.000664670753926655,0.000664670753926655,0.147259295501479,0.000664670753926652,0.820836508310041,0.000664670753926652,0.000664670753926651,0.000664670753926655,0.000664670753926654,0.000664670753926653,0.000664670753926652,0.000664670753926656,0.000664670753926653,0.000664670753926653,0.000664670753926653,0.000664670753926653,0.000664670753926656,0.000664670753926655,0.000664670753926655,0.000664670753926655,0.000664670753926654,0.000664670753926654,0.000664670753926652,0.000664670753926655,0.000664670753926654,0.000664670753926654,0.000664670753926655,0.000664670753926653,0.000664670753926653,0.000664670753926654,0.000664670753926654
"8",0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278687,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.391460742493115,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.391460742493115,0.00452246906278686,0.00452246906278686,0.00452246906278686
"9",0.000130467267576664,0.000130467267576662,0.000130467267576658,0.000130467267576658,0.00013046726757666,0.000130467267576661,0.000130467267576659,0.000130467267576661,0.000130467267576662,0.000130467267576659,0.000130467267576659,0.000130467267576659,0.000130467267576665,0.000130467267576659,0.000130467267576657,0.000130467267576665,0.000130467267576658,0.000130467267576657,0.000130467267576657,0.000130467267576658,0.000130467267576657,0.923348944913183,0.000130467267576661,0.000130467267576661,0.000130467267576656,0.000130467267576661,0.000130467267576656,0.000130467267576684,0.000130467267576658,0.000130467267576662,0.000130467267576666,0.000130467267576661,0.000130467267576665,0.000130467267576658,0.000130467267576656,0.000130467267576661,0.000130467267576665,0.000130467267576664,0.000130467267576656,0.000130467267576659,0.000130467267576658,0.000130467267576656,0.00013046726757666,0.000130467267576658,0.000130467267576661,0.000130467267576664,0.0703886262431372,0.000130467267576657,0.000130467267576661,0.000130467267576658
"10",0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.778399015923444,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686,0.00452246906278686
